2019年12月09日,霾/雾,3℃/-5℃,西南风 1-2级/西南风 1-2级,
2019年12月10日,多云/晴,8℃/-4℃,西北风 4-5级/西北风 4-5级,
2019年12月11日,晴/晴,5℃/-6℃,西北风 4-5级/西北风 4-5级,
2019年12月12日,晴/晴,5℃/-5℃,西南风 1-2级/西南风 1-2级,
2019年12月13日,晴/晴,10℃/-5℃,北风 3-4级/北风 3-4级,
2019年12月14日,晴/多云,5℃/-3℃,南风 1-2级/南风 1-2级,
2019年12月15日,多云/中雪,3℃/-2℃,西南风 1-2级/西南风 1-2级,
2019年12月16日,小雪/多云,2℃/-3℃,西风 1-2级/西风 1-2级,
2019年12月17日,晴/晴,4℃/-6℃,北风 4-5级/北风 4-5级,
2019年12月18日,晴/晴,2℃/-6℃,西南风 1-2级/西南风 1-2级,
2019年12月19日,晴/晴,2℃/-9℃,北风 3-4级/北风 3-4级,
2019年12月20日,晴/晴,2℃/-7℃,西南风 1-2级/西南风 1-2级,
2019年12月21日,多云/多云,2℃/-6℃,西南风 1-2级/西南风 1-2级,
2019年12月22日,晴/晴,5℃/-5℃,北风 1-2级/北风 1-2级,
2019年12月23日,多云/阴,2℃/-4℃,东南风 1-2级/东南风 1-2级,
2019年12月24日,阴/多云,1℃/-6℃,南风 1-2级/南风 1-2级,
2019年12月25日,多云/多云,5℃/-6℃,北风 1-2级/北风 1-2级,
2019年12月26日,晴/晴,4℃/-7℃,西北风 1-2级/西北风 1-2级,
2019年12月27日,晴/晴,4℃/-6℃,南风 1-2级/南风 1-2级,
2019年12月28日,晴/多云,4℃/-6℃,东北风 1-2级/东北风 1-2级,
2019年12月29日,多云/晴,6℃/-8℃,北风 3-4级/北风 3-4级,
2019年12月30日,晴/晴,-4℃/-12℃,西北风 4-5级/西北风 4-5级,
2019年12月31日,晴/晴,-3℃/-10℃,西南风 3-4级/西南风 3-4级,
